review_id,booking_id,customer_id,flight_id,review_date,rating,review_text,language,topics
RVW001794,BKG006732,CUST0293,FLT00283,2025-01-31,4,Priority boarding worked smoothly.,en,boarding
RVW001795,BKG006735,CUST0002,FLT00283,2025-01-25,4,Bags arrived quickly at the carousel. Snack service was a nice touch. Cabin crew were friendly and professional.,en,baggage;food_beverage;staff_service
RVW001796,BKG006739,CUST0287,FLT00283,2025-01-26,3,Significant delay with poor communication.,en,punctuality
RVW001797,BKG006740,CUST0159,FLT00283,2025-01-27,4,"Smooth and punctual flight, no fuss. Good value for the price paid.",en,punctuality;value_for_money
RVW001798,BKG006743,CUST0182,FLT00283,2025-01-25,3,Boarded and pushed back early — great work.,en,punctuality
RVW001799,BKG006746,CUST0282,FLT00283,2025-01-23,5,Boarded and pushed back early — great work. Would fly again.,en,punctuality
RVW001800,BKG006753,CUST0052,FLT00284,2025-01-31,3,Information from staff was inconsistent. Boarded and pushed back early — great work.,en,communication;punctuality
RVW001801,BKG006754,CUST0260,FLT00284,2025-02-01,4,Enjoyed the local menu options. Crew handled a tough situation with patience. Clear announcements from the flight deck.,en,food_beverage;staff_service;communication
RVW001802,BKG006757,CUST0095,FLT00284,2025-01-23,2,Information from staff was inconsistent. Departed over an hour late and I missed my connection.,en,communication;punctuality
RVW001803,BKG006768,CUST0025,FLT00284,2025-02-01,2,Long wait for bags at the carousel. Entertainment system was unreliable.,en,baggage;entertainment
RVW001804,BKG006769,CUST0121,FLT00284,2025-02-01,1,Cabin felt tired and the seat padding was thin. Very disappointing experience.,en,cabin_comfort
RVW001805,BKG006771,CUST0081,FLT00284,2025-01-24,1,No communication during the delay — very frustrating. Entertainment system was unreliable. Hope they take this feedback seriously.,en,communication;entertainment
RVW001806,BKG006774,CUST0040,FLT00284,2025-01-20,1,The delay was very disruptive to my schedule. Staff were unhelpful when I asked questions. Long wait for bags at the carousel. Will avoid this airline next time.,en,punctuality;staff_service;baggage
RVW001807,BKG006784,CUST0249,FLT00285,2025-01-23,4,"Right on schedule, exactly what I needed. Snack service was a nice touch.",en,punctuality;food_beverage
RVW001808,BKG006785,CUST0087,FLT00285,2025-01-20,4,"Good selection of entertainment for a long-haul flight. Right on schedule, exactly what I needed.",en,entertainment;punctuality
RVW001809,BKG006786,CUST0089,FLT00285,2025-01-19,3,Crew seemed rushed and impatient. No communication during the delay — very frustrating.,en,staff_service;communication
RVW001810,BKG006789,CUST0162,FLT00285,2025-01-20,5,Good selection of entertainment for a long-haul flight. Clear announcements from the flight deck. Highly recommend this airline.,en,entertainment;communication
RVW001811,BKG006791,CUST0240,FLT00285,2025-01-21,4,"IFE worked well throughout the flight. Seat was comfortable for the route length. Right on schedule, exactly what I needed.",en,entertainment;cabin_comfort;punctuality
RVW001812,BKG006793,CUST0063,FLT00285,2025-01-22,4,"Cabin crew were friendly and professional. Good selection of entertainment for a long-haul flight. Smooth and punctual flight, no fuss.",en,staff_service;entertainment;punctuality
RVW001813,BKG006806,CUST0089,FLT00286,2025-01-19,5,Meal was tasty and well presented. Staff went out of their way to help. Great experience overall.,en,food_beverage;staff_service
RVW001814,BKG006813,CUST0118,FLT00286,2025-01-20,5,Staff went out of their way to help. Crew kept us informed throughout the flight. Highly recommend this airline.,en,staff_service;communication
RVW001815,BKG006819,CUST0213,FLT00286,2025-01-25,4,Priority boarding worked smoothly. Meal was tasty and well presented. Good value for the price paid.,en,boarding;food_beverage;value_for_money
RVW001816,BKG006822,CUST0178,FLT00286,2025-01-27,3,Departed over an hour late and I missed my connection.,en,punctuality
RVW001817,BKG006823,CUST0253,FLT00286,2025-02-01,2,Significant delay with poor communication. Felt overpriced for what was offered.,en,punctuality;value_for_money
RVW001818,BKG006826,CUST0137,FLT00287,2025-01-27,3,Food quality below other African carriers. Boarding was orderly and quick. Boarding announced late and we sat on the apron for ages.,en,food_beverage;boarding;punctuality
RVW001819,BKG006830,CUST0064,FLT00287,2025-01-29,4,"Smooth and punctual flight, no fuss. Good beverage selection on board.",en,punctuality;food_beverage
RVW001820,BKG006833,CUST0298,FLT00287,2025-01-28,3,"Meal was disappointing, especially for a long-haul flight.",en,food_beverage
RVW001821,BKG006835,CUST0267,FLT00287,2025-01-22,4,Newer aircraft made a real difference. Baggage handling was efficient on arrival. Cabin crew were friendly and professional.,en,cabin_comfort;baggage;staff_service
RVW001822,BKG006837,CUST0004,FLT00287,2025-01-26,4,Newer aircraft made a real difference. Crew handled a tough situation with patience. Good beverage selection on board.,en,cabin_comfort;staff_service;food_beverage
RVW001823,BKG006839,CUST0011,FLT00287,2025-01-21,4,Staff went out of their way to help. Reasonable fare for the route.,en,staff_service;value_for_money
RVW001824,BKG006846,CUST0038,FLT00287,2025-02-01,3,Boarding was orderly and quick.,en,boarding
RVW001825,BKG006847,CUST0196,FLT00287,2025-01-20,4,Cabin was modern and pleasant. Crew handled a tough situation with patience.,en,cabin_comfort;staff_service
RVW001826,BKG006849,CUST0268,FLT00287,2025-01-19,4,Crew kept us informed throughout the flight. Newer aircraft made a real difference.,en,communication;cabin_comfort
RVW001827,BKG006859,CUST0200,FLT00288,2025-01-30,3,Boarding was very slow and disorganized.,en,boarding
RVW001828,BKG006860,CUST0237,FLT00288,2025-01-30,5,Crew handled a tough situation with patience. Baggage handling was efficient on arrival. Boarded and pushed back early — great work. Would fly again.,en,staff_service;baggage;punctuality
RVW001829,BKG006861,CUST0152,FLT00288,2025-01-22,4,Good beverage selection on board.,en,food_beverage
RVW001830,BKG006862,CUST0078,FLT00288,2025-01-24,4,Cabin crew were friendly and professional. Newer aircraft made a real difference. Meal was tasty and well presented.,en,staff_service;cabin_comfort;food_beverage
RVW001831,BKG006874,CUST0053,FLT00288,2025-01-20,4,Crew kept us informed throughout the flight. Baggage handling was efficient on arrival.,en,communication;baggage
RVW001832,BKG006881,CUST0190,FLT00289,2025-01-26,4,Reasonable fare for the route. Lavatories were kept tidy throughout the flight. Attentive service from boarding to landing.,en,value_for_money;cleanliness;staff_service
RVW001833,BKG006883,CUST0286,FLT00289,2025-02-01,5,Crew handled a tough situation with patience. Reasonable fare for the route. Boarded and pushed back early — great work. Highly recommend this airline.,en,staff_service;value_for_money;punctuality
RVW001834,BKG006886,CUST0125,FLT00289,2025-01-22,4,Good value for the price paid. Boarding was orderly and quick.,en,value_for_money;boarding
RVW001835,BKG006891,CUST0165,FLT00289,2025-01-22,4,Bags arrived quickly at the carousel. Boarding was orderly and quick. Reasonable fare for the route.,en,baggage;boarding;value_for_money
RVW001836,BKG006892,CUST0225,FLT00289,2025-01-25,4,Crew handled a tough situation with patience. Priority boarding worked smoothly.,en,staff_service;boarding
RVW001837,BKG006894,CUST0161,FLT00289,2025-01-20,3,Boarding announced late and we sat on the apron for ages. Cabin needed a deeper clean before boarding.,en,punctuality;cleanliness
RVW001838,BKG006896,CUST0214,FLT00289,2025-01-28,4,"Smooth and punctual flight, no fuss.",en,punctuality
RVW001839,BKG006897,CUST0160,FLT00289,2025-01-27,4,Cabin crew were friendly and professional. Reasonable fare for the route.,en,staff_service;value_for_money
RVW001840,BKG006905,CUST0278,FLT00290,2025-02-01,4,Good value for the price paid. Boarding was orderly and quick. Staff went out of their way to help.,en,value_for_money;boarding;staff_service
RVW001841,BKG006909,CUST0251,FLT00290,2025-01-24,4,Baggage handling was efficient on arrival. Staff went out of their way to help.,en,baggage;staff_service
RVW001842,BKG006911,CUST0185,FLT00290,2025-01-20,2,Chaotic boarding process at the gate. Long wait for bags at the carousel.,en,boarding;baggage
RVW001843,BKG006916,CUST0050,FLT00290,2025-01-26,4,Lavatories were kept tidy throughout the flight. Staff went out of their way to help.,en,cleanliness;staff_service
RVW001844,BKG006918,CUST0097,FLT00290,2025-01-20,4,Crew handled a tough situation with patience. Baggage handling was efficient on arrival.,en,staff_service;baggage
RVW001845,BKG006919,CUST0121,FLT00290,2025-01-28,4,Staff went out of their way to help.,en,staff_service
RVW001846,BKG006922,CUST0225,FLT00290,2025-01-28,3,Long wait for bags at the carousel.,en,baggage
RVW001847,BKG006924,CUST0045,FLT00290,2025-01-31,5,Reasonable fare for the route. Staff went out of their way to help. Priority boarding worked smoothly. Highly recommend this airline.,en,value_for_money;staff_service;boarding
RVW001848,BKG006925,CUST0026,FLT00290,2025-01-22,3,Departed and arrived on time. Long wait for bags at the carousel. Attentive service from boarding to landing.,en,punctuality;baggage;staff_service
RVW001849,BKG006930,CUST0200,FLT00291,2025-01-27,3,Boarding was very slow and disorganized.,en,boarding
RVW001850,BKG006935,CUST0064,FLT00291,2025-01-31,3,Would not pay this fare again given the experience. Chaotic boarding process at the gate. The delay was very disruptive to my schedule.,en,value_for_money;boarding;punctuality
RVW001851,BKG006937,CUST0298,FLT00291,2025-01-26,2,Significant delay with poor communication. My luggage was damaged on arrival.,en,punctuality;baggage
RVW001852,BKG006944,CUST0098,FLT00291,2025-01-24,4,"Lavatories were kept tidy throughout the flight. Smooth and punctual flight, no fuss.",en,cleanliness;punctuality
RVW001853,BKG006945,CUST0179,FLT00291,2025-02-02,1,Customer service was indifferent. Lavatories were dirty by mid-flight. Would not pay this fare again given the experience. Will avoid this airline next time.,en,staff_service;cleanliness;value_for_money
RVW001854,BKG006950,CUST0282,FLT00291,2025-02-01,3,Chaotic boarding process at the gate.,en,boarding
RVW001855,BKG006952,CUST0036,FLT00292,2025-01-30,5,Attentive service from boarding to landing. Good value for the price paid. Would fly again.,en,staff_service;value_for_money
RVW001856,BKG006961,CUST0160,FLT00292,2025-01-27,3,Departed and arrived on time. Snack service was a nice touch.,en,punctuality;food_beverage
RVW001857,BKG006962,CUST0272,FLT00292,2025-02-01,5,Staff went out of their way to help. Seat was comfortable for the route length. Great experience overall.,en,staff_service;cabin_comfort
RVW001858,BKG006963,CUST0060,FLT00292,2025-01-29,4,Crew kept us informed throughout the flight. Staff went out of their way to help.,en,communication;staff_service
RVW001859,BKG006968,CUST0138,FLT00292,2025-01-20,4,"Cabin crew were friendly and professional. Right on schedule, exactly what I needed. Good value for the price paid.",en,staff_service;punctuality;value_for_money
RVW001860,BKG006973,CUST0256,FLT00292,2025-01-22,4,Good value for the price paid. Plenty of legroom in this cabin. Boarded and pushed back early — great work.,en,value_for_money;cabin_comfort;punctuality
RVW001861,BKG006974,CUST0016,FLT00292,2025-01-27,4,Cabin crew were friendly and professional.,en,staff_service
RVW001862,BKG006978,CUST0128,FLT00293,2025-01-23,5,Enjoyed the local menu options. Staff went out of their way to help. Would fly again.,en,food_beverage;staff_service
RVW001863,BKG006984,CUST0288,FLT00293,2025-01-29,5,Clear announcements from the flight deck. Great experience overall.,en,communication
RVW001864,BKG006987,CUST0149,FLT00293,2025-01-30,2,"Meal was disappointing, especially for a long-haul flight. Cabin felt tired and the seat padding was thin. The delay was very disruptive to my schedule.",en,food_beverage;cabin_comfort;punctuality
RVW001865,BKG006989,CUST0180,FLT00293,2025-01-23,5,Enjoyed the local menu options. Departed and arrived on time. Would fly again.,en,food_beverage;punctuality
RVW001866,BKG006996,CUST0119,FLT00293,2025-02-01,2,Staff were unhelpful when I asked questions. Departed over an hour late and I missed my connection.,en,staff_service;punctuality
RVW001867,BKG006999,CUST0155,FLT00293,2025-01-20,5,Clear announcements from the flight deck. Cabin crew were friendly and professional. Priority boarding worked smoothly. Highly recommend this airline.,en,communication;staff_service;boarding
RVW001868,BKG007001,CUST0120,FLT00294,2025-01-21,5,Attentive service from boarding to landing. Would fly again.,en,staff_service
RVW001869,BKG007002,CUST0236,FLT00294,2025-01-29,3,Cabin felt tired and the seat padding was thin.,en,cabin_comfort
RVW001870,BKG007003,CUST0112,FLT00294,2025-01-20,3,Departed and arrived on time.,en,punctuality
RVW001871,BKG007004,CUST0218,FLT00294,2025-01-25,3,Drinks options were very limited. Clear announcements from the flight deck.,en,food_beverage;communication
RVW001872,BKG007008,CUST0162,FLT00294,2025-01-27,4,Attentive service from boarding to landing. Seat was comfortable for the route length.,en,staff_service;cabin_comfort
RVW001873,BKG007009,CUST0152,FLT00294,2025-01-21,4,Clear announcements from the flight deck. Priority boarding worked smoothly.,en,communication;boarding
RVW001874,BKG007010,CUST0222,FLT00294,2025-02-02,5,Good beverage selection on board. Staff went out of their way to help. Great experience overall.,en,food_beverage;staff_service
RVW001875,BKG007016,CUST0284,FLT00294,2025-01-22,5,Meal was tasty and well presented. Clear announcements from the flight deck. Would fly again.,en,food_beverage;communication
RVW001876,BKG007021,CUST0107,FLT00294,2025-01-31,5,Newer aircraft made a real difference. Crew kept us informed throughout the flight. Staff went out of their way to help. Highly recommend this airline.,en,cabin_comfort;communication;staff_service
RVW001877,BKG007022,CUST0106,FLT00294,2025-01-22,3,Drinks options were very limited.,en,food_beverage
RVW001878,BKG007023,CUST0239,FLT00294,2025-01-24,4,Boarded and pushed back early — great work. Plenty of legroom in this cabin.,en,punctuality;cabin_comfort
RVW001879,BKG007025,CUST0040,FLT00294,2025-01-23,2,Long wait for bags at the carousel. Boarding announced late and we sat on the apron for ages. Boarding was very slow and disorganized.,en,baggage;punctuality;boarding
RVW001880,BKG007029,CUST0151,FLT00295,2025-01-22,2,Would not pay this fare again given the experience. Boarding announced late and we sat on the apron for ages.,en,value_for_money;punctuality
RVW001881,BKG007034,CUST0009,FLT00295,2025-01-27,3,Boarded and pushed back early — great work. Crew handled a tough situation with patience.,en,punctuality;staff_service
RVW001882,BKG007036,CUST0150,FLT00295,2025-01-24,4,Priority boarding worked smoothly. Meal was tasty and well presented.,en,boarding;food_beverage
RVW001883,BKG007040,CUST0024,FLT00295,2025-01-23,1,"Hard to sleep, seat was not ideal for a long flight. Departed over an hour late and I missed my connection. Cold meal when it should have been warm. Very disappointing experience.",en,cabin_comfort;punctuality;food_beverage
RVW001884,BKG007043,CUST0140,FLT00295,2025-01-26,2,We were left guessing what was happening. Would not pay this fare again given the experience. Boarding announced late and we sat on the apron for ages.,en,communication;value_for_money;punctuality
RVW001885,BKG007056,CUST0051,FLT00296,2025-01-26,4,Priority boarding worked smoothly.,en,boarding
RVW001886,BKG007060,CUST0163,FLT00296,2025-02-01,4,Cabin was modern and pleasant.,en,cabin_comfort
RVW001887,BKG007061,CUST0090,FLT00296,2025-01-30,4,Priority boarding worked smoothly. Seat was comfortable for the route length.,en,boarding;cabin_comfort
RVW001888,BKG007067,CUST0284,FLT00296,2025-02-01,4,Cabin was modern and pleasant. Crew handled a tough situation with patience.,en,cabin_comfort;staff_service
RVW001889,BKG007068,CUST0035,FLT00296,2025-01-27,4,Enjoyed the local menu options.,en,food_beverage
RVW001890,BKG007074,CUST0293,FLT00296,2025-01-31,4,Attentive service from boarding to landing.,en,staff_service
RVW001891,BKG007075,CUST0194,FLT00296,2025-02-01,4,"Meal was tasty and well presented. Smooth and punctual flight, no fuss. Reasonable fare for the route.",en,food_beverage;punctuality;value_for_money
RVW001892,BKG007081,CUST0129,FLT00297,2025-01-30,4,Enjoyed the local menu options. Boarding was orderly and quick. Crew handled a tough situation with patience.,en,food_beverage;boarding;staff_service
RVW001893,BKG007085,CUST0183,FLT00297,2025-01-25,3,The delay was very disruptive to my schedule. Would not pay this fare again given the experience.,en,punctuality;value_for_money
RVW001894,BKG007088,CUST0100,FLT00297,2025-01-20,4,Seat was comfortable for the route length. Priority boarding worked smoothly. Crew handled a tough situation with patience.,en,cabin_comfort;boarding;staff_service
RVW001895,BKG007089,CUST0210,FLT00297,2025-01-20,4,Crew handled a tough situation with patience. Reasonable fare for the route.,en,staff_service;value_for_money
RVW001896,BKG007090,CUST0053,FLT00297,2025-01-28,3,Bags arrived quickly at the carousel. The delay was very disruptive to my schedule. Cold meal when it should have been warm.,en,baggage;punctuality;food_beverage
RVW001897,BKG007093,CUST0238,FLT00297,2025-01-27,4,Priority boarding worked smoothly. Staff went out of their way to help.,en,boarding;staff_service
RVW001898,BKG007096,CUST0168,FLT00297,2025-02-01,5,Cabin was modern and pleasant. Reasonable fare for the route. Would fly again.,en,cabin_comfort;value_for_money
RVW001899,BKG007100,CUST0119,FLT00297,2025-01-31,4,Priority boarding worked smoothly. Reasonable fare for the route.,en,boarding;value_for_money
RVW001900,BKG007109,CUST0290,FLT00298,2025-01-29,4,Reasonable fare for the route. Bags arrived quickly at the carousel.,en,value_for_money;baggage
RVW001901,BKG007113,CUST0143,FLT00298,2025-01-21,4,Snack service was a nice touch. Reasonable fare for the route.,en,food_beverage;value_for_money
RVW001902,BKG007115,CUST0220,FLT00298,2025-01-31,4,"Clear announcements from the flight deck. Smooth and punctual flight, no fuss.",en,communication;punctuality
RVW001903,BKG007116,CUST0024,FLT00298,2025-02-01,5,Baggage handling was efficient on arrival. Great experience overall.,en,baggage
RVW001904,BKG007118,CUST0109,FLT00298,2025-01-27,4,Attentive service from boarding to landing. Boarded and pushed back early — great work.,en,staff_service;punctuality
RVW001905,BKG007136,CUST0050,FLT00299,2025-01-22,4,Clear announcements from the flight deck. Crew handled a tough situation with patience.,en,communication;staff_service
RVW001906,BKG007141,CUST0103,FLT00299,2025-01-27,4,Plenty of legroom in this cabin. Priority boarding worked smoothly.,en,cabin_comfort;boarding
RVW001907,BKG007144,CUST0158,FLT00299,2025-01-29,2,Significant delay with poor communication. We were left guessing what was happening. Cabin felt tired and the seat padding was thin.,en,punctuality;communication;cabin_comfort
RVW001908,BKG007147,CUST0042,FLT00299,2025-01-26,3,My luggage was damaged on arrival. Customer service was indifferent.,en,baggage;staff_service
RVW001909,BKG007154,CUST0017,FLT00300,2025-01-25,3,No communication during the delay — very frustrating.,en,communication
RVW001910,BKG007157,CUST0205,FLT00300,2025-02-02,4,Attentive service from boarding to landing. Cabin was modern and pleasant. Good selection of entertainment for a long-haul flight.,en,staff_service;cabin_comfort;entertainment
RVW001911,BKG007158,CUST0202,FLT00300,2025-01-25,5,Clear announcements from the flight deck. Boarded and pushed back early — great work. Attentive service from boarding to landing. Great experience overall.,en,communication;punctuality;staff_service
RVW001912,BKG007160,CUST0161,FLT00300,2025-01-22,5,Good beverage selection on board. Great experience overall.,en,food_beverage
RVW001913,BKG007170,CUST0226,FLT00300,2025-01-21,4,Plenty of legroom in this cabin.,en,cabin_comfort
RVW001914,BKG007176,CUST0227,FLT00302,2025-02-01,4,Departed and arrived on time. Cabin was modern and pleasant. Attentive service from boarding to landing.,en,punctuality;cabin_comfort;staff_service
RVW001915,BKG007183,CUST0159,FLT00302,2025-01-20,2,"Recline didn't work properly. Meal was disappointing, especially for a long-haul flight.",en,cabin_comfort;food_beverage
RVW001916,BKG007186,CUST0298,FLT00302,2025-01-28,3,"Enjoyed the local menu options. Hard to sleep, seat was not ideal for a long flight.",en,food_beverage;cabin_comfort
RVW001917,BKG007190,CUST0111,FLT00302,2025-01-30,3,Attentive service from boarding to landing.,en,staff_service
RVW001918,BKG007191,CUST0186,FLT00302,2025-01-30,3,Boarding was very slow and disorganized. We were left guessing what was happening. Baggage handling was efficient on arrival.,en,boarding;communication;baggage
RVW001919,BKG007193,CUST0197,FLT00302,2025-01-21,4,Plenty of legroom in this cabin. Clear announcements from the flight deck.,en,cabin_comfort;communication
RVW001920,BKG007198,CUST0226,FLT00302,2025-02-01,3,"Plenty of legroom in this cabin. Enjoyed the local menu options. Right on schedule, exactly what I needed.",en,cabin_comfort;food_beverage;punctuality
RVW001921,BKG007201,CUST0027,FLT00303,2025-01-31,2,My luggage was damaged on arrival.,en,baggage
RVW001922,BKG007202,CUST0188,FLT00303,2025-01-26,4,Cabin crew were friendly and professional.,en,staff_service
RVW001923,BKG007204,CUST0126,FLT00303,2025-01-22,3,Plenty of legroom in this cabin. Bags arrived quickly at the carousel.,en,cabin_comfort;baggage
RVW001924,BKG007206,CUST0083,FLT00303,2025-01-31,4,Attentive service from boarding to landing. Good value for the price paid.,en,staff_service;value_for_money
RVW001925,BKG007208,CUST0042,FLT00303,2025-02-01,5,Boarded and pushed back early — great work. Meal was tasty and well presented. Crew handled a tough situation with patience. Would fly again.,en,punctuality;food_beverage;staff_service
RVW001926,BKG007213,CUST0199,FLT00303,2025-01-28,3,Good value for the price paid. Plenty of legroom in this cabin.,en,value_for_money;cabin_comfort
RVW001927,BKG007214,CUST0173,FLT00303,2025-01-25,2,Chaotic boarding process at the gate. Departed over an hour late and I missed my connection. Staff were unhelpful when I asked questions.,en,boarding;punctuality;staff_service
RVW001928,BKG007220,CUST0266,FLT00303,2025-01-25,4,Cabin crew were friendly and professional.,en,staff_service
RVW001929,BKG007229,CUST0223,FLT00304,2025-02-01,5,Priority boarding worked smoothly. Cabin crew were friendly and professional. Crew kept us informed throughout the flight. Would fly again.,en,boarding;staff_service;communication
RVW001930,BKG007231,CUST0023,FLT00304,2025-01-24,5,Plenty of legroom in this cabin. Highly recommend this airline.,en,cabin_comfort
RVW001931,BKG007238,CUST0062,FLT00304,2025-01-31,3,Baggage handling was efficient on arrival. Felt overpriced for what was offered. Information from staff was inconsistent.,en,baggage;value_for_money;communication
RVW001932,BKG007245,CUST0235,FLT00304,2025-01-29,4,Clear announcements from the flight deck. Enjoyed the local menu options.,en,communication;food_beverage
RVW001933,BKG007246,CUST0274,FLT00304,2025-01-23,3,Departed and arrived on time.,en,punctuality
RVW001934,BKG007247,CUST0263,FLT00304,2025-01-27,4,Attentive service from boarding to landing. Enjoyed the local menu options.,en,staff_service;food_beverage
RVW001935,BKG007255,CUST0266,FLT00305,2025-01-25,5,Baggage handling was efficient on arrival. Would fly again.,en,baggage
RVW001936,BKG007257,CUST0140,FLT00305,2025-01-25,2,Cabin needed a deeper clean before boarding. Felt ignored by the cabin crew during the flight.,en,cleanliness;staff_service
RVW001937,BKG007260,CUST0082,FLT00305,2025-02-02,4,Bags arrived quickly at the carousel. Boarding was orderly and quick.,en,baggage;boarding
RVW001938,BKG007261,CUST0279,FLT00305,2025-01-25,4,Staff went out of their way to help.,en,staff_service
RVW001939,BKG007266,CUST0221,FLT00305,2025-01-26,5,Crew handled a tough situation with patience. Baggage handling was efficient on arrival. Lavatories were kept tidy throughout the flight. Great experience overall.,en,staff_service;baggage;cleanliness
RVW001940,BKG007268,CUST0243,FLT00305,2025-01-25,4,Cabin was clean and well prepared. Boarding was orderly and quick.,en,cleanliness;boarding
RVW001941,BKG007270,CUST0156,FLT00305,2025-02-03,4,Crew handled a tough situation with patience.,en,staff_service
RVW001942,BKG007271,CUST0169,FLT00305,2025-01-21,4,Good value for the price paid. Staff went out of their way to help.,en,value_for_money;staff_service
RVW001943,BKG007277,CUST0228,FLT00306,2025-01-27,4,Bags arrived quickly at the carousel. Attentive service from boarding to landing.,en,baggage;staff_service
RVW001944,BKG007280,CUST0131,FLT00306,2025-01-24,4,Attentive service from boarding to landing. Priority boarding worked smoothly.,en,staff_service;boarding
RVW001945,BKG007282,CUST0275,FLT00306,2025-01-26,4,Lavatories were kept tidy throughout the flight.,en,cleanliness
RVW001946,BKG007289,CUST0283,FLT00306,2025-01-27,3,Long wait for bags at the carousel. Priority boarding worked smoothly. Significant delay with poor communication.,en,baggage;boarding;punctuality
RVW001947,BKG007290,CUST0292,FLT00306,2025-01-25,4,"Priority boarding worked smoothly. Right on schedule, exactly what I needed.",en,boarding;punctuality
RVW001948,BKG007295,CUST0114,FLT00306,2025-01-23,4,"Boarding was orderly and quick. Cabin crew were friendly and professional. Smooth and punctual flight, no fuss.",en,boarding;staff_service;punctuality
RVW001949,BKG007299,CUST0117,FLT00306,2025-01-27,5,Priority boarding worked smoothly. Cabin was clean and well prepared. Great experience overall.,en,boarding;cleanliness
RVW001950,BKG007302,CUST0276,FLT00307,2025-01-31,2,Cabin needed a deeper clean before boarding. Chaotic boarding process at the gate.,en,cleanliness;boarding
RVW001951,BKG007304,CUST0110,FLT00307,2025-01-21,1,Would not pay this fare again given the experience. Boarding announced late and we sat on the apron for ages. Very disappointing experience.,en,value_for_money;punctuality
RVW001952,BKG007313,CUST0242,FLT00307,2025-01-25,4,"Bags arrived quickly at the carousel. Smooth and punctual flight, no fuss. Staff went out of their way to help.",en,baggage;punctuality;staff_service
RVW001953,BKG007314,CUST0034,FLT00307,2025-01-28,2,Felt ignored by the cabin crew during the flight. Would not pay this fare again given the experience. Departed over an hour late and I missed my connection.,en,staff_service;value_for_money;punctuality
RVW001954,BKG007316,CUST0174,FLT00307,2025-01-25,2,Cabin needed a deeper clean before boarding. Staff were unhelpful when I asked questions. Long wait for bags at the carousel.,en,cleanliness;staff_service;baggage
RVW001955,BKG007319,CUST0093,FLT00307,2025-01-29,2,The delay was very disruptive to my schedule. Felt ignored by the cabin crew during the flight.,en,punctuality;staff_service
RVW001956,BKG007322,CUST0204,FLT00307,2025-01-31,4,Priority boarding worked smoothly. Cabin was clean and well prepared. Crew handled a tough situation with patience.,en,boarding;cleanliness;staff_service
RVW001957,BKG007333,CUST0168,FLT00308,2025-01-25,2,Boarding announced late and we sat on the apron for ages. We were left guessing what was happening.,en,punctuality;communication
RVW001958,BKG007358,CUST0028,FLT00309,2025-01-26,5,Enjoyed the local menu options. Highly recommend this airline.,en,food_beverage
RVW001959,BKG007363,CUST0289,FLT00309,2025-01-21,5,Staff went out of their way to help. Enjoyed the local menu options. Highly recommend this airline.,en,staff_service;food_beverage
RVW001960,BKG007364,CUST0218,FLT00309,2025-01-27,4,Attentive service from boarding to landing. Good beverage selection on board.,en,staff_service;food_beverage
RVW001961,BKG007370,CUST0176,FLT00309,2025-02-02,4,Bags arrived quickly at the carousel. Clear announcements from the flight deck. Good beverage selection on board.,en,baggage;communication;food_beverage
RVW001962,BKG007372,CUST0075,FLT00309,2025-01-21,4,Boarding was orderly and quick.,en,boarding
RVW001963,BKG007374,CUST0220,FLT00309,2025-01-27,4,Plenty of legroom in this cabin. Cabin crew were friendly and professional.,en,cabin_comfort;staff_service
RVW001964,BKG007376,CUST0071,FLT00311,2025-01-22,4,Newer aircraft made a real difference.,en,cabin_comfort
RVW001965,BKG007377,CUST0047,FLT00311,2025-01-31,5,Clear announcements from the flight deck. Boarded and pushed back early — great work. Would fly again.,en,communication;punctuality
RVW001966,BKG007383,CUST0231,FLT00311,2025-01-25,4,Priority boarding worked smoothly. Staff went out of their way to help.,en,boarding;staff_service
RVW001967,BKG007384,CUST0169,FLT00311,2025-02-01,4,Reasonable fare for the route.,en,value_for_money
RVW001968,BKG007390,CUST0219,FLT00311,2025-01-28,4,Newer aircraft made a real difference. Good value for the price paid.,en,cabin_comfort;value_for_money
RVW001969,BKG007391,CUST0161,FLT00311,2025-01-24,4,"Crew kept us informed throughout the flight. Right on schedule, exactly what I needed.",en,communication;punctuality
RVW001970,BKG007395,CUST0288,FLT00311,2025-01-28,5,Newer aircraft made a real difference. Highly recommend this airline.,en,cabin_comfort
RVW001971,BKG007400,CUST0089,FLT00311,2025-01-24,5,Clear announcements from the flight deck. Boarded and pushed back early — great work. Reasonable fare for the route. Would fly again.,en,communication;punctuality;value_for_money
RVW001972,BKG007402,CUST0136,FLT00312,2025-01-28,1,"Boarding was very slow and disorganized. Meal was disappointing, especially for a long-haul flight. Very disappointing experience.",en,boarding;food_beverage
RVW001973,BKG007403,CUST0223,FLT00312,2025-01-28,4,Priority boarding worked smoothly. Good value for the price paid. Departed and arrived on time.,en,boarding;value_for_money;punctuality
RVW001974,BKG007413,CUST0272,FLT00312,2025-01-28,4,Good value for the price paid.,en,value_for_money
RVW001975,BKG007414,CUST0004,FLT00312,2025-01-23,4,Staff went out of their way to help. Seat was comfortable for the route length. Good beverage selection on board.,en,staff_service;cabin_comfort;food_beverage
RVW001976,BKG007415,CUST0076,FLT00312,2025-02-01,3,Baggage handling was efficient on arrival.,en,baggage
RVW001977,BKG007416,CUST0038,FLT00312,2025-01-26,5,Snack service was a nice touch. Clear announcements from the flight deck. Would fly again.,en,food_beverage;communication
